step,epoch,lr,loss,pos_sim_mean,neg_sim_mean,p_fn_mean,p_fn_max,downweighted_fraction,fn_loss,edge_contrastive_loss,edge_align_loss,p_fn_reg_loss,total_loss,alpha
0,1,0.0002999999926224707,6.349390983581543,0.34101325273513794,0.3153723180294037,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,1,0.0002999999704898838,6.1693572998046875,0.3898496925830841,0.34410133957862854,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,1,0.00029999993360224126,6.050655841827393,0.4285118877887726,0.3652477562427521,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,1,0.0002999998819595469,5.902803897857666,0.4726203680038452,0.3865164816379547,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,1,0.00029999981556180566,5.857632160186768,0.5023213028907776,0.3987888991832733,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,1,0.00029999973440902417,5.537040710449219,0.5549023747444153,0.40633100271224976,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,1,0.00029999963850121047,5.682124137878418,0.5569249391555786,0.40802016854286194,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,1,0.000299999527838374,5.4020094871521,0.6025213599205017,0.4205307066440582,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,1,0.0002999994024205256,5.436878681182861,0.6088675260543823,0.41763246059417725,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,1,0.00029999926224767785,5.346246242523193,0.633019208908081,0.41608792543411255,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1,0.0002999991073198443,5.297450065612793,0.647597074508667,0.40957313776016235,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,1,0.0002999989376370405,5.2211713790893555,0.6655768156051636,0.4092763662338257,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,1,0.00029999875319928305,5.247557640075684,0.6772149205207825,0.40306636691093445,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,1,0.0002999985540065902,5.124722957611084,0.6958752870559692,0.40391048789024353,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,1,0.0002999983400589816,5.043997764587402,0.7080912590026855,0.40521857142448425,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,1,0.0002999981113564784,4.951655387878418,0.7247114777565002,0.3984305262565613,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,1,0.0002999978678991031,4.904604911804199,0.7313907146453857,0.39703118801116943,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,1,0.0002999976096868798,4.905660629272461,0.7323415875434875,0.38966208696365356,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,1,0.00029999733671983396,4.895868301391602,0.738104522228241,0.37960657477378845,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,1,0.0002999970489979925,4.750715255737305,0.7505086660385132,0.37253785133361816,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,1,0.00029999674652138385,4.919158935546875,0.7310105562210083,0.3696763515472412,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,1,0.00029999642929003784,4.805941104888916,0.748501181602478,0.3523913323879242,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,1,0.0002999960973039858,4.797929286956787,0.7464282512664795,0.35035011172294617,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,1,0.00029999575056326047,4.655613422393799,0.7597963809967041,0.34882432222366333,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,1,0.00029999538906789607,4.683191299438477,0.7587544918060303,0.3401082158088684,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,1,0.0002999950128179283,4.585921287536621,0.762472927570343,0.33181434869766235,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,1,0.0002999946218133943,4.567346572875977,0.7632434368133545,0.32712459564208984,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,1,0.0002999942160543326,4.7984466552734375,0.7378469109535217,0.31121498346328735,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,1,0.00029999379554078334,4.877171993255615,0.7263858318328857,0.30523672699928284,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,1,0.000299993360272788,4.5143842697143555,0.7659125328063965,0.3013647496700287,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,1,0.00029999291025038945,4.572811126708984,0.7596858739852905,0.29343658685684204,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,1,0.00029999244547363217,4.355015754699707,0.7845659852027893,0.2826760709285736,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,1,0.0002999919659425621,4.472207069396973,0.7704590559005737,0.27628031373023987,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,1,0.00029999147165722645,4.469594955444336,0.7736884355545044,0.2600056529045105,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,1,0.0002999909626176741,4.332362651824951,0.7820945978164673,0.24889129400253296,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,1,0.0002999904388239552,4.458629131317139,0.76573246717453,0.24264422059059143,nan,nan,nan,nan,nan,nan,nan,nan,nan
36,1,0.0002999899002761215,4.416382789611816,0.7684662938117981,0.22833968698978424,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,1,0.0002999893469742262,4.465275287628174,0.7620441913604736,0.2252541482448578,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,1,0.00029998877891832383,4.381114959716797,0.7703676819801331,0.22053393721580505,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,1,0.0002999881961084705,4.278925895690918,0.7791069746017456,0.211023211479187,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,1,0.00029998759854472364,4.403616905212402,0.7580803036689758,0.2044931948184967,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,1,0.00029998698622714235,4.190352439880371,0.7834451198577881,0.19792625308036804,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,1,0.000299986359155787,4.388952255249023,0.7610626220703125,0.19244374334812164,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,1,0.00029998571733071946,4.34692907333374,0.7588350772857666,0.18991073966026306,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,1,0.00029998506075200315,4.22195291519165,0.7711416482925415,0.18288962543010712,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,1,0.0002999843894197028,4.1460795402526855,0.7809849381446838,0.18115457892417908,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,1,0.00029998370333388465,4.1488800048828125,0.7791606187820435,0.17359834909439087,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,1,0.0002999830024946165,4.094610691070557,0.7740092277526855,0.16877035796642303,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,1,0.00029998228690196753,3.979614019393921,0.7885420322418213,0.16228623688220978,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,1,0.00029998155655600826,4.186501979827881,0.7602431774139404,0.15983277559280396,nan,nan,nan,nan,nan,nan,nan,nan,nan
50,1,0.0002999808114568108,4.007162094116211,0.7793651223182678,0.1508919596672058,nan,nan,nan,nan,nan,nan,nan,nan,nan
51,1,0.0002999800516044487,4.044775485992432,0.7711378335952759,0.1413968950510025,nan,nan,nan,nan,nan,nan,nan,nan,nan
52,1,0.00029997927699899706,4.0453715324401855,0.7684720158576965,0.13955070078372955,nan,nan,nan,nan,nan,nan,nan,nan,nan
53,1,0.00029997848764053224,4.038351535797119,0.7688925266265869,0.13207721710205078,nan,nan,nan,nan,nan,nan,nan,nan,nan
54,1,0.0002999776835291321,4.128902912139893,0.7532674670219421,0.12696446478366852,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,1,0.0002999768646648761,3.921250343322754,0.7729374170303345,0.1223449558019638,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,1,0.00029997603104784493,3.967226982116699,0.7713782787322998,0.11674349009990692,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,1,0.00029997518267812096,3.993618965148926,0.7599644064903259,0.11347679048776627,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,1,0.0002999743195557879,3.9502153396606445,0.7661545276641846,0.10305537283420563,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,1,0.00029997344168093096,3.9548568725585938,0.7629866003990173,0.10351882129907608,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,1,0.0002999725490536368,4.013638496398926,0.7592753171920776,0.09486691653728485,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,1,0.0002999716416739934,4.011733055114746,0.7571051120758057,0.10060908645391464,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,1,0.0002999707195420905,3.796644926071167,0.7735487222671509,0.095382459461689,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,1,0.00029996978265801893,3.6163644790649414,0.7961755990982056,0.09218835085630417,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,1,0.0002999688310218713,3.803231716156006,0.7740064859390259,0.09022291004657745,nan,nan,nan,nan,nan,nan,nan,nan,nan
65,1,0.0002999678646337414,3.7098188400268555,0.7846674919128418,0.0838213786482811,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,1,0.00029996688349372467,3.8224172592163086,0.7706775665283203,0.08551269769668579,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,1,0.000299965887601918,3.778254508972168,0.7722547650337219,0.07973543554544449,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,1,0.00029996487695841957,3.640669822692871,0.7822130918502808,0.07794729620218277,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,1,0.0002999638515633292,3.567967176437378,0.789873480796814,0.07164882868528366,nan,nan,nan,nan,nan,nan,nan,nan,nan
70,1,0.0002999628114167481,3.7080130577087402,0.7749414443969727,0.07023535668849945,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,1,0.0002999617565187789,3.551226854324341,0.7871861457824707,0.06655055284500122,nan,nan,nan,nan,nan,nan,nan,nan,nan
72,1,0.0002999606868695257,3.6888890266418457,0.766852080821991,0.06305615603923798,nan,nan,nan,nan,nan,nan,nan,nan,nan
73,1,0.0002999596024690941,3.562696933746338,0.7807754874229431,0.05695983022451401,nan,nan,nan,nan,nan,nan,nan,nan,nan
