step,epoch,lr,loss,pos_sim_mean,neg_sim_mean,p_fn_mean,p_fn_max,downweighted_fraction,fn_loss,edge_contrastive_loss,edge_align_loss,p_fn_reg_loss,total_loss,alpha,p_fn_raw_mean,p_fn_raw_std,p_fn_raw_min,p_fn_raw_max,p_fn_clipped_mean,p_fn_clipped_std,p_fn_clipped_min,p_fn_clipped_max,p_fn_at_cap_fraction,p_fn_near_zero_fraction,p_fn_entropy_mean,effective_neg_weight_mean,effective_neg_weight_min,max_fn_weight_current,loss_pfn_mean,loss_pfn_cap,loss_pfn_entropy,pfn_reg_total,target_pfn_mean
0,1,0.0002999999926224707,6.819326877593994,0.4900003671646118,0.48413321375846863,0.0,0.0,0.0,6.492280960083008,6.540916919708252,0.7706317901611328,0.00048326104297302663,6.819810390472412,nan,0.04832610487937927,0.00023675007105339319,0.04741714894771576,0.0494241937994957,0.0,0.0,0.0,0.0,0.0,1.0,0.19355612993240356,1.0,1.0,0.0,2.8019273941026768e-06,0.0,0.0,2.8019275077895145e-07,0.05000000074505806
1,1,0.0002999999704898838,6.737083911895752,0.5418395400047302,0.5318996906280518,0.0,0.0,0.0,6.413720607757568,6.467261791229248,0.7612968683242798,0.0004818479937966913,6.7375664710998535,nan,0.048184800893068314,0.0002244914066977799,0.047133781015872955,0.049049586057662964,0.0,0.0,0.0,0.0,0.0,1.0,0.1931348741054535,1.0,1.0,0.0,3.294950602139579e-06,0.0,0.0,3.294950658982998e-07,0.05000000074505806
2,1,0.00029999993360224126,6.868012428283691,0.5519020557403564,0.5557126998901367,0.0,0.0,0.0,6.541909694671631,6.522054195404053,0.764839768409729,0.000480362621601671,6.86849308013916,nan,0.04803626239299774,0.00021760378149338067,0.04715953394770622,0.048946913331747055,0.0,0.0,0.0,0.0,0.0,1.0,0.19269150495529175,1.0,1.0,0.0,3.856268449453637e-06,0.0,0.0,3.8562686199838936e-07,0.05000000074505806
3,1,0.0002999998819595469,6.7590484619140625,0.5968339443206787,0.595093309879303,0.0,0.0,0.0,6.4299445152282715,6.5820817947387695,0.7717077732086182,0.0004791186947841197,6.759528160095215,nan,0.0479118712246418,0.00020961494010407478,0.04707268625497818,0.04883204773068428,0.0,0.0,0.0,0.0,0.0,1.0,0.1923198699951172,1.0,1.0,0.0,4.360284947324544e-06,0.0,0.0,4.360285004167963e-07,0.05000000074505806
4,1,0.00029999981556180566,6.641064643859863,0.6451696753501892,0.6348975300788879,0.0,0.0,0.0,6.315742492675781,6.506439208984375,0.7609944343566895,0.0004780203744303435,6.641542911529541,nan,0.04780203849077225,0.00019833844271488488,0.04697369039058685,0.04860851168632507,0.0,0.0,0.0,0.0,0.0,1.0,0.19199146330356598,1.0,1.0,0.0,4.831038040720159e-06,0.0,0.0,4.831038040720159e-07,0.05000000074505806
5,1,0.00029999973440902417,6.631012916564941,0.6643234491348267,0.6553555130958557,0.0,0.0,0.0,6.311724662780762,6.38576602935791,0.7508840560913086,0.0004765840421896428,6.6314897537231445,nan,0.04765840619802475,0.00018436525715515018,0.04684529826045036,0.04851798713207245,0.0,0.0,0.0,0.0,0.0,1.0,0.19156159460544586,1.0,1.0,0.0,5.483064796862891e-06,0.0,0.0,5.483065024236566e-07,0.05000000074505806
6,1,0.00029999963850121047,6.621970176696777,0.6879910230636597,0.6795956492424011,0.0,0.0,0.0,6.299036026000977,6.458687782287598,0.756371021270752,0.00047516077756881714,6.622445583343506,nan,0.047516077756881714,0.00018412800272926688,0.04679466038942337,0.04829142987728119,0.0,0.0,0.0,0.0,0.0,1.0,0.19113512337207794,1.0,1.0,0.0,6.169873358885525e-06,0.0,0.0,6.169873358885525e-07,0.05000000074505806
7,1,0.000299999527838374,6.533720016479492,0.7196793556213379,0.703850507736206,0.0,0.0,0.0,6.2106733322143555,6.460934638977051,0.7533168792724609,0.00047400096082128584,6.534194469451904,nan,0.0474000982940197,0.00018173969874624163,0.0466332770884037,0.04817226901650429,0.0,0.0,0.0,0.0,0.0,1.0,0.19078728556632996,1.0,1.0,0.0,6.759492862329353e-06,0.0,0.0,6.759493089703028e-07,0.05000000074505806
8,1,0.0002999994024205256,6.506656169891357,0.7419259548187256,0.7249558568000793,0.0,0.0,0.0,6.186481475830078,6.403493881225586,0.7462993860244751,0.00047254038508981466,6.507129669189453,nan,0.0472540408372879,0.00016674849030096084,0.04650996997952461,0.04789593443274498,0.0,0.0,0.0,0.0,0.0,1.0,0.19034883379936218,1.0,1.0,0.0,7.540295882790815e-06,0.0,0.0,7.540295996477653e-07,0.05000000074505806
9,1,0.00029999926224767785,6.5944318771362305,0.746967077255249,0.7397788166999817,0.0,0.0,0.0,6.272444248199463,6.439754962921143,0.747039258480072,0.00047150879981927574,6.59490442276001,nan,0.047150880098342896,0.00016451309784315526,0.046432334929704666,0.04782003536820412,0.0,0.0,0.0,0.0,0.0,1.0,0.19003885984420776,1.0,1.0,0.0,8.117488505376969e-06,0.0,0.0,8.117488619063806e-07,0.05000000074505806
