step, epoch, lr                    , loss               , pos_sim_mean       , neg_sim_mean           , p_fn_mean, p_fn_max, downweighted_fraction, fn_loss, edge_contrastive_loss, edge_align_loss, p_fn_reg_loss, total_loss, alpha, p_fn_raw_mean, p_fn_raw_std, p_fn_raw_min, p_fn_raw_max, p_fn_clipped_mean, p_fn_clipped_std, p_fn_clipped_min, p_fn_clipped_max, p_fn_at_cap_fraction, p_fn_near_zero_fraction, p_fn_entropy_mean, effective_neg_weight_mean, effective_neg_weight_min, max_fn_weight_current, loss_pfn_mean, loss_pfn_cap, loss_pfn_entropy, pfn_reg_total, target_pfn_mean
   0,     1, 0.0002999999926224707 , 6.349390983581543  , 0.34101325273513794, 0.3153723180294037     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
   1,     1, 0.0002999999704898838 , 6.169554710388184  , 0.389826238155365  , 0.3440966308116913     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
   2,     1, 0.00029999993360224126, 6.050421714782715  , 0.4285440146923065 , 0.365307092666626      , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
   3,     1, 0.0002999998819595469 , 5.901517868041992  , 0.4725075960159302 , 0.3863294720649719     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
   4,     1, 0.00029999981556180566, 5.865544319152832  , 0.5006900429725647 , 0.3982793688774109     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
   5,     1, 0.00029999973440902417, 5.536651611328125  , 0.5539820790290833 , 0.4059813618659973     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
   6,     1, 0.00029999963850121047, 5.66360330581665   , 0.558965265750885  , 0.4084363579750061     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
   7,     1, 0.000299999527838374  , 5.4167351722717285 , 0.6005687713623047 , 0.4205631911754608     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
   8,     1, 0.0002999994024205256 , 5.4395318031311035 , 0.6102465391159058 , 0.4187760651111603     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
   9,     1, 0.00029999926224767785, 5.312584400177002  , 0.6390146017074585 , 0.4181392788887024     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
  10,     1, 0.0002999991073198443 , 5.279926776885986  , 0.6505240201950073 , 0.4105524718761444     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
  11,     1, 0.0002999989376370405 , 5.233407020568848  , 0.6623868942260742 , 0.41006186604499817    , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
  12,     1, 0.00029999875319928305, 5.22291374206543   , 0.6767088174819946 , 0.40223056077957153    , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
  13,     1, 0.0002999985540065902 , 5.153537273406982  , 0.6905486583709717 , 0.40505558252334595    , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
  14,     1, 0.0002999983400589816 , 5.034554481506348  , 0.7044408321380615 , 0.40361538529396057    , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
  15,     1, 0.0002999981113564784 , 4.950940132141113  , 0.7215040922164917 , 0.3956499993801117     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
  16,     1, 0.0002999978678991031 , 4.92890739440918   , 0.725246787071228  , 0.3940744698047638     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
  17,     1, 0.0002999976096868798 , 4.926214218139648  , 0.7234678268432617 , 0.38461723923683167    , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
  18,     1, 0.00029999733671983396, 4.865370750427246  , 0.7365188002586365 , 0.3768065571784973     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
  19,     1, 0.0002999970489979925 , 4.745357990264893  , 0.7477720975875854 , 0.3712172210216522     , nan      , nan     , nan                  , nan    , nan                  , nan            , nan          , nan       , nan  , nan          , nan         , nan         , nan         , nan              , nan             , nan             , nan             , nan                 , nan                    , nan              , nan                      , nan                     , nan                  , nan          , nan         , nan             , nan          , nan
