step,epoch,lr,loss,pos_sim_mean,neg_sim_mean,p_fn_mean,p_fn_max,downweighted_fraction,fn_loss,edge_contrastive_loss,edge_align_loss,p_fn_reg_loss,total_loss,alpha
0,1,0.0002999999926224707,5.8396992683410645,nan,nan,0.5,0.5,0.0,5.8011674880981445,6.540916919708252,0.7706317901611328,0.005337859503924847,5.84503698348999,nan
1,1,0.0002999999704898838,5.758512496948242,nan,nan,0.5,0.5,0.0,5.720426559448242,6.466675758361816,0.7617160081863403,0.005329460371285677,5.7638421058654785,nan
2,1,0.00029999993360224126,5.838369846343994,nan,nan,0.5,0.5,0.0,5.799877643585205,6.539390563964844,0.7698484659194946,0.005320166237652302,5.843689918518066,nan
3,1,0.0002999998819595469,5.716620445251465,nan,nan,0.5,0.5,0.0,5.679080009460449,6.426050186157227,0.7508086562156677,0.005312951281666756,5.721933364868164,nan
4,1,0.00029999981556180566,5.701927661895752,nan,nan,0.5,0.5,0.0,5.663926124572754,6.486639022827148,0.7600300312042236,0.005303607322275639,5.707231044769287,nan
5,1,0.00029999973440902417,5.665335178375244,nan,nan,0.5,0.5,0.0,5.627796649932861,6.437904357910156,0.7507661581039429,0.005295882001519203,5.670630931854248,nan
6,1,0.00029999963850121047,5.615511417388916,nan,nan,0.5,0.5,0.0,5.577996253967285,6.430744647979736,0.7502991557121277,0.0052889990620315075,5.620800495147705,nan
7,1,0.000299999527838374,5.559472560882568,nan,nan,0.5,0.5,0.0,5.521488189697266,6.523658752441406,0.7596907019615173,0.005281089339405298,5.564753532409668,nan
8,1,0.0002999994024205256,5.5442585945129395,nan,nan,0.5,0.5,0.0,5.506806373596191,6.447509765625,0.7490435838699341,0.005274062044918537,5.549532890319824,nan
9,1,0.00029999926224767785,5.530605792999268,nan,nan,0.5,0.5,0.0,5.493059158325195,6.466809272766113,0.7509353756904602,0.005267019383609295,5.535872936248779,nan
10,1,0.0002999991073198443,5.542438983917236,nan,nan,0.5,0.5,0.0,5.505566120147705,6.393949031829834,0.7374541759490967,0.005260519217699766,5.547699451446533,nan
11,1,0.0002999989376370405,5.469614028930664,nan,nan,0.5,0.5,0.0,5.432741641998291,6.3971757888793945,0.7374459505081177,0.005254345014691353,5.474868297576904,nan
12,1,0.00029999875319928305,5.469926834106445,nan,nan,0.5,0.5,0.0,5.4326276779174805,6.455049514770508,0.7459851503372192,0.005246794316917658,5.475173473358154,nan
13,1,0.0002999985540065902,5.463029384613037,nan,nan,0.5,0.5,0.0,5.42555046081543,6.486505508422852,0.749579668045044,0.005239189136773348,5.468268394470215,nan
14,1,0.0002999983400589816,5.431400775909424,nan,nan,0.5,0.5,0.0,5.394322395324707,6.429903030395508,0.7415638566017151,0.0052318815141916275,5.4366326332092285,nan
15,1,0.0002999981113564784,5.361464500427246,nan,nan,0.5,0.5,0.0,5.324498653411865,6.370230674743652,0.7393165826797485,0.0052240812219679356,5.3666887283325195,nan
16,1,0.0002999978678991031,5.331734657287598,nan,nan,0.5,0.5,0.0,5.295042037963867,6.3332109451293945,0.7338492274284363,0.005215458571910858,5.336950302124023,nan
17,1,0.0002999976096868798,5.323022842407227,nan,nan,0.5,0.5,0.0,5.286345481872559,6.365256309509277,0.7335487008094788,0.005205863621085882,5.32822847366333,nan
18,1,0.00029999733671983396,5.283054828643799,nan,nan,0.5,0.5,0.0,5.2461628913879395,6.336986541748047,0.7378361821174622,0.005196350626647472,5.2882513999938965,nan
19,1,0.0002999970489979925,5.23975944519043,nan,nan,0.5,0.5,0.0,5.203104019165039,6.367729187011719,0.7331125736236572,0.005186402704566717,5.244946002960205,nan
20,1,0.00029999674652138385,5.139545440673828,nan,nan,0.5,0.5,0.0,5.1030426025390625,6.308086395263672,0.7300575375556946,0.005176459439098835,5.144721984863281,nan
21,1,0.00029999642929003784,5.291470050811768,nan,nan,0.5,0.5,0.0,5.2547783851623535,6.316922187805176,0.7338374853134155,0.005167918745428324,5.296638011932373,nan
22,1,0.0002999960973039858,5.174039363861084,nan,nan,0.5,0.5,0.0,5.13754940032959,6.293262481689453,0.7297960519790649,0.005156653933227062,5.179195880889893,nan
23,1,0.00029999575056326047,5.184937953948975,nan,nan,0.5,0.5,0.0,5.148190498352051,6.32016658782959,0.7349461317062378,0.0051475875079631805,5.190085411071777,nan
24,1,0.00029999538906789607,5.148489475250244,nan,nan,0.5,0.5,0.0,5.112387180328369,6.220697402954102,0.7220497727394104,0.00513911247253418,5.153628349304199,nan
25,1,0.0002999950128179283,5.10504150390625,nan,nan,0.5,0.5,0.0,5.068484306335449,6.295526504516602,0.7311463952064514,0.0051289889961481094,5.110170364379883,nan
26,1,0.0002999946218133943,5.1941609382629395,nan,nan,0.5,0.5,0.0,5.15773868560791,6.314008712768555,0.7284421920776367,0.005117987748235464,5.199278831481934,nan
27,1,0.0002999942160543326,5.11850643157959,nan,nan,0.5,0.5,0.0,5.082211494445801,6.27098274230957,0.7258999347686768,0.005109262187033892,5.123615741729736,nan
28,1,0.00029999379554078334,5.105955600738525,nan,nan,0.5,0.5,0.0,5.069336414337158,6.31917142868042,0.7323791980743408,0.005101310089230537,5.111056804656982,nan
29,1,0.000299993360272788,5.054112911224365,nan,nan,0.5,0.5,0.0,5.018126487731934,6.2142438888549805,0.7197258472442627,0.005090341903269291,5.059203147888184,nan
30,1,0.00029999291025038945,5.005447864532471,nan,nan,0.5,0.5,0.0,4.969491481781006,6.207942962646484,0.7191242575645447,0.005081822630017996,5.010529518127441,nan
31,1,0.00029999244547363217,4.957724571228027,nan,nan,0.4999997913837433,0.5,0.0,4.922168254852295,6.187821388244629,0.7111274003982544,0.005072613246738911,4.962797164916992,nan
32,1,0.0002999919659425621,4.999547958374023,nan,nan,0.49999600648880005,0.5,0.0,4.96375036239624,6.185135364532471,0.7159548997879028,0.0050619253888726234,5.004610061645508,nan
33,1,0.00029999147165722645,4.9057722091674805,nan,nan,0.49998119473457336,0.5,0.0,4.86991548538208,6.203081130981445,0.7171322107315063,0.005051998421549797,4.910824298858643,nan
34,1,0.0002999909626176741,4.907533645629883,nan,nan,0.4999190866947174,0.5,0.0,4.871782302856445,6.197517395019531,0.7150306105613708,0.0050429473631083965,4.912576675415039,nan
35,1,0.0002999904388239552,4.927370071411133,nan,nan,0.499861478805542,0.5,0.0,4.891456604003906,6.264335632324219,0.7182676196098328,0.005036415997892618,4.932406425476074,nan
36,1,0.0002999899002761215,4.895927429199219,nan,nan,0.4998565912246704,0.5,0.0,4.860010623931885,6.213911533355713,0.718333899974823,0.005035243928432465,4.900962829589844,nan
37,1,0.0002999893469742262,4.7515764236450195,nan,nan,0.49986520409584045,0.5,0.0,4.716320991516113,6.070828437805176,0.7051078677177429,0.005033737514168024,4.75661039352417,nan
38,1,0.00029998877891832383,4.645322799682617,nan,nan,0.4998880624771118,0.5,0.0,4.61000919342041,6.0891289710998535,0.7062718868255615,0.005034189671278,4.650356769561768,nan
39,1,0.0002999881961084705,4.750388145446777,nan,nan,0.4999125301837921,0.5,0.0,4.714871406555176,6.150717258453369,0.7103303670883179,0.005037357565015554,4.755425453186035,nan
40,1,0.00029998759854472364,4.85618257522583,nan,nan,0.499956339597702,0.5,0.0,4.820206642150879,6.214006423950195,0.7195193767547607,0.005041729658842087,4.861224174499512,nan
41,1,0.00029998698622714235,4.619919776916504,nan,nan,0.49997478723526,0.5,0.0,4.584572792053223,6.085493087768555,0.7069369554519653,0.005044300574809313,4.624964237213135,nan
42,1,0.000299986359155787,4.654245853424072,nan,nan,0.4999900460243225,0.5,0.0,4.618771553039551,6.110226154327393,0.7094882726669312,0.0050478531047701836,4.6592936515808105,nan
43,1,0.00029998571733071946,4.615197658538818,nan,nan,0.4999964237213135,0.5,0.0,4.580033302307129,6.060996055603027,0.7032914757728577,0.005051281303167343,4.620248794555664,nan
44,1,0.00029998506075200315,4.623037815093994,nan,nan,0.49999764561653137,0.5,0.0,4.587576866149902,6.126716613769531,0.7092223167419434,0.005051879677921534,4.628089904785156,nan
45,1,0.0002999843894197028,4.626156806945801,nan,nan,0.4999995529651642,0.5,0.0,4.590829849243164,6.132923126220703,0.706537127494812,0.005054545123130083,4.631211280822754,nan
46,1,0.00029998370333388465,4.565303325653076,nan,nan,0.49999839067459106,0.5,0.0,4.529932022094727,6.080524921417236,0.7074235677719116,0.005055357702076435,4.570358753204346,nan
47,1,0.0002999830024946165,4.5064921379089355,nan,nan,0.49999961256980896,0.5,0.0,4.471887588500977,5.992001533508301,0.6920906901359558,0.005054876673966646,4.511547088623047,nan
48,1,0.00029998228690196753,4.406129360198975,nan,nan,0.49999961256980896,0.5,0.0,4.371397972106934,5.994603157043457,0.6946319341659546,0.005053993314504623,4.4111833572387695,nan
49,1,0.00029998155655600826,4.46502161026001,nan,nan,0.49999886751174927,0.5,0.0,4.430234909057617,6.036072731018066,0.6957314014434814,0.005052611231803894,4.47007417678833,nan
50,1,0.0002999808114568108,4.487457752227783,nan,nan,0.4999983012676239,0.5,0.0,4.452252388000488,6.084911346435547,0.7041101455688477,0.005050737876445055,4.492508411407471,nan
51,1,0.0002999800516044487,4.498197555541992,nan,nan,0.49999621510505676,0.5,0.0,4.463530540466309,5.9970703125,0.6933428049087524,0.005046736914664507,4.503244400024414,nan
52,1,0.00029997927699899706,4.376220226287842,nan,nan,0.499995619058609,0.5,0.0,4.341557502746582,6.000080108642578,0.6932523846626282,0.0050438325852155685,4.3812642097473145,nan
53,1,0.00029997848764053224,4.499953269958496,nan,nan,0.4999885559082031,0.5,0.0,4.464333534240723,6.094871520996094,0.7123985886573792,0.005039234180003405,4.504992485046387,nan
54,1,0.0002999776835291321,4.381800651550293,nan,nan,0.499961256980896,0.5,0.0,4.346925258636475,6.008302688598633,0.6975071430206299,0.0050349608063697815,4.38683557510376,nan
55,1,0.0002999768646648761,4.356812000274658,nan,nan,0.4999445080757141,0.5,0.0,4.322179794311523,6.028204917907715,0.6926424503326416,0.005031551234424114,4.361843585968018,nan
56,1,0.00029997603104784493,4.335813045501709,nan,nan,0.4999135136604309,0.5,0.0,4.3009538650512695,5.996092796325684,0.6971867084503174,0.005028283689171076,4.340841293334961,nan
57,1,0.00029997518267812096,4.334193706512451,nan,nan,0.4998871684074402,0.5,0.0,4.299321174621582,5.983119487762451,0.6974495053291321,0.0050254929810762405,4.339219093322754,nan
58,1,0.0002999743195557879,4.376556396484375,nan,nan,0.4998719096183777,0.5,0.0,4.341644763946533,6.043766975402832,0.6982326507568359,0.005023611709475517,4.381579875946045,nan
59,1,0.00029997344168093096,4.268668174743652,nan,nan,0.4998984634876251,0.5,0.0,4.234292030334473,5.909932613372803,0.6875237226486206,0.005025372374802828,4.273693561553955,nan
